USD	0.86934900000000004	AUD
USD	1.24526	EUR
USD	1.27502	AZN
USD	0.0089084999999999998	ALL
USD	0.011828	DZD
USD	1.00	USD
USD	0.37036999999999998	XCD
USD	0.0099155000000000007	AOA
USD	0.55865900000000002	ANG
USD	0.117509	ARS
USD	0.0024070300000000001	AMD
USD	0.55865900000000002	AWG
USD	1.00	BSD
USD	0.0129266	BDT
USD	0.50	BBD
USD	2.6521699999999999	BHD
USD	9.2499999999999999e-05	BYR
USD	0.50128099999999998	BZD
USD	0.00189697	XOF
USD	1.00	BMD
USD	0.14472599999999999	BOB
USD	0.63618699999999995	BAM
USD	0.10740	BWP
USD	0.00064300000000000002	BIF
USD	0.016190099999999999	BTN
USD	0.010132	VUV
USD	1.5663400000000001	GBP
USD	0.0040683200000000003	HUF
USD	0.00015904100000000001	VEB
USD	4.6999999999999997e-05	VND
USD	0.021774999999999999	HTG
USD	0.023205	GMD
USD	3.1128399999999998e-05	GHC
USD	0.131467	GTQ
USD	0.00014200000000000001	GNF
USD	0.00189697	XAF
USD	1.56636	GIP
USD	0.16717099999999999	DKK
USD	0.56784800000000002	GEL
USD	0.0054945000000000003	DJF
USD	0.022665500000000002	DOP
USD	0.13983100000000001	EGP
USD	0.00015689499999999999	ZMK
USD	0.41070000000000001	WST
USD	0.00276319	ZWD
USD	0.26222400000000001	ILS
USD	0.016190699999999999	INR
USD	8.1756500000000002e-05	IDR
USD	1.4110400000000001	JOD
USD	0.00085950000000000002	IQD
USD	3.6999999999999998e-05	IRR
USD	1.58020	IEP
USD	0.0080400000000000003	ISK
USD	0.0046534999999999997	YER
USD	0.011452499999999999	CVE
USD	0.0055240000000000003	KZT
USD	1.2195100000000001	KYD
USD	0.00024600000000000002	KHR
USD	0.00189697	XAF
USD	0.87984099999999998	CAD
USD	0.27460499999999999	QAR
USD	0.01108	KES
USD	2.1263800000000002	CYP
USD	0.16312599999999999	CNY
USD	0.00046722400000000002	COP
USD	0.0025293400000000001	KMF
USD	0.0018569999999999999	CRC
USD	0.0377358	CUP
USD	3.4313099999999999	KWD
USD	0.017361000000000001	KGS
USD	0.00012400000000000001	LAK
USD	1.77058	LVL
USD	0.089269399999999999	LSL
USD	0.010810800000000001	LRD
USD	0.00066100000000000002	LBP
USD	0.76045600000000002	LYD
USD	0.36038999999999999	LTL
USD	1.0358400000000001	CHF
USD	0.031446500000000002	MUR
USD	0.0034420000000000002	MRO
USD	7.4099999999999999e-05	MGF
USD	0.020208	MKD
USD	0.0020785000000000001	MWK
USD	0.297823	MYR
USD	0.064976999999999993	MVR
USD	2.89893	MTL
USD	0.112722	MAD
USD	0.073440900000000003	MXN
USD	3.24675e-05	MZM
USD	0.066957500000000003	MDL
USD	0.00053600000000000002	MNT
USD	0.37036999999999998	XCD
USD	0.00097150000000000003	MMK
USD	0.089283399999999999	ZAR
USD	0.010056300000000001	NPR
USD	0.0058025000000000004	NGN
USD	0.55865900000000002	ANG
USD	0.037828500000000001	NIO
USD	0.78703299999999998	NZD
USD	0.010431899999999999	XPF
USD	0.14739099999999999	NOK
USD	0.27225700000000003	AED
USD	2.5977399999999999	OMR
USD	0.0098415499999999993	PKR
USD	0.38109999999999999	PGK
USD	0.00021499999999999999	PYG
USD	0.34048499999999998	PEN
USD	0.021247100000000001	RUB
USD	0.0014484999999999999	RWF
USD	2.8103299999999999e-05	ROL
USD	0.114286	SVC
USD	5.1e-05	STD
USD	0.26650699999999999	SAR
USD	0.089269399999999999	SZL
USD	0.00760672	KPW
USD	0.071300000000000002	SCR
USD	0.37036999999999998	XCD
USD	0.010377000000000001	RSD
USD	0.77015299999999998	SGD
USD	0.0059030000000000003	SYP
USD	0.0051932599999999999	SIT
USD	0.13360	SBD
USD	0.00121217	SOS
USD	0.0017566999999999999	SDD
USD	0.00030537799999999998	SRG
USD	0.00022800000000000001	SLL
USD	7.0175399999999999e-05	TMM
USD	0.030439999999999998	THB
USD	0.032524600000000001	TWD
USD	0.00057899999999999998	TZS
USD	0.5030	TOP
USD	0.15761900000000001	TTD
USD	0.54496	TND
USD	7.0175399999999999e-05	TMM
USD	0.44564900000000002	TRY
USD	0.00041800000000000002	UZS
USD	0.064267500000000005	UAH
USD	0.16717099999999999	DKK
USD	0.52282099999999998	FJD
USD	0.022193299999999999	PHP
USD	1.56636	FKP
USD	0.16220499999999999	HRK
USD	0.044990299999999997	CZK
USD	0.00167701	CLP
USD	1.0358400000000001	CHF
USD	0.13498099999999999	SEK
USD	0.0076382500000000001	LKR
USD	0.095510999999999999	ERN
USD	0.079527200000000006	EEK
USD	0.050028799999999998	ETB
USD	0.00090700199999999996	KRW
USD	0.089283399999999999	ZAR
USD	0.0085885000000000006	JPY
